 ,Soil,Month,State,Rice,Wheat,Cotton,Sugarcane,Tea,Ragi,Maize,Millet,Barley,Target
468,3,7,10,1,0,1,1,0,0,1,1,0,13478
469,3,7,11,1,0,1,0,0,0,1,0,0,137
470,3,7,12,1,0,1,0,0,0,1,0,0,137
471,3,7,19,0,0,1,0,0,0,1,1,0,378
472,3,7,13,1,0,1,1,0,0,1,1,0,13478
473,3,7,14,1,0,0,1,0,0,1,1,0,1478
474,3,7,15,1,0,0,0,0,0,0,0,0,1
475,3,7,16,1,0,0,0,0,0,0,0,0,1
476,3,7,17,1,0,0,0,0,0,1,0,0,17
477,3,7,18,1,0,0,1,0,0,0,0,0,14
478,3,8,1,1,0,1,1,0,0,0,1,0,13478
479,3,8,2,1,0,0,0,0,0,0,0,0,1
480,3,8,3,1,0,0,0,0,0,0,0,0,1
481,3,8,4,1,0,1,0,0,0,0,1,0,138
482,3,8,5,1,0,1,0,0,0,0,1,0,138
483,3,8,6,1,0,0,0,0,0,0,0,0,1
484,3,8,7,1,0,1,1,0,0,0,1,0,1348
485,3,8,8,1,0,0,0,0,0,0,0,0,1
486,3,8,9,1,0,1,0,0,0,0,1,0,13
487,3,8,10,1,0,1,1,0,0,0,1,0,8
488,3,8,11,1,0,1,0,0,0,0,0,0,13
489,3,8,12,1,0,1,0,0,0,0,0,0,13
490,3,8,19,0,0,1,0,0,0,0,1,0,38
